Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
ER_EGFR	K22E_HUMAN	KRT2	7|5|1|1	14	3.50	4	2|3|6|4|5|5|4|4|4|4|1|1|4|5|4|4|8|8|3|4	0.00	0.00	0.00	0.00	0.00	-18.07	0.84	0.94	
ER_EGFR	K2C8_HUMAN	KRT8	3|2|0|0	5	1.25	4	1|1|2|2|0|0|0|1|0|0|0|0|0|0|2|0|0|0|0|0	0.07	0.21	0.07	0.21	0.07	-5.59	2.78	0.74	
ER_EGFR	K2C5_HUMAN	KRT5	3|2|0|0	5	1.25	4	1|1|3|2|3|2|2|2|1|1|2|0|2|2|2|1|0|2|0|0	0.00	0.01	0.00	0.01	0.00	-9.35	0.86	0.93	
ER_EGFR	K2C4_HUMAN	KRT4	2|0|0|0	2	0.50	4	0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|4|3|0|0	0.02	0.10	0.02	0.10	0.02	-5.53	1.25	0.85	
ER_EGFR	K2C6B_HUMAN	KRT6B	5|3|0|0	8	2.00	4	1|2|4|4|3|3|3|3|2|2|2|1|2|2|3|2|4|4|2|0	0.00	0.00	0.00	0.00	0.00	-13.56	0.82	0.93	
ER_EGFR	K2C7_HUMAN	KRT7	0|0|0|0	0	0.00	4	0|0|0|2|0|0|0|1|0|0|0|0|0|0|2|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.89	0.00	0.95	
ER_EGFR	HSP7C_HUMAN	HSPA8	10|15|2|2	29	7.25	4	15|10|12|11|5|4|6|5|0|0|1|1|2|2|1|1|1|0|0|0	0.04	0.16	0.04	0.16	0.04	-14.22	1.88	0.80	
ER_EGFR	PK3CA_HUMAN	PIK3CA	0|0|0|0	0	0.00	4	0|0|0|0|3|2|3|3|0|0|0|0|0|0|0|0|6|7|11|10	0.00	0.00	0.00	0.00	0.00	-11.99	0.00	0.95	
ER_EGFR	ERBB3_HUMAN	ERBB3	0|0|0|0	0	0.00	4	0|0|0|0|4|5|7|6|0|0|0|0|0|0|0|0|2|2|4|4	0.00	0.00	0.00	0.00	0.00	-10.15	0.00	0.95	
ER_EGFR	ADT2_HUMAN	SLC25A5	3|2|0|0	5	1.25	4	5|3|5|5|2|1|2|1|0|0|0|0|2|3|3|3|1|0|1|0	0.00	0.00	0.00	0.00	0.00	-10.99	0.68	0.94	
ER_EGFR	ADT3_HUMAN	SLC25A6	3|2|0|0	5	1.25	4	5|4|5|5|1|0|2|1|0|0|0|0|1|2|2|2|0|0|1|0	0.00	0.01	0.00	0.01	0.00	-9.62	0.81	0.93	
ER_EGFR	K1C9_HUMAN	KRT9	3|5|0|0	8	2.00	4	1|1|1|0|1|2|0|1|0|0|1|0|3|1|2|1|4|2|0|1	0.10	0.36	0.10	0.36	0.10	-7.89	1.82	0.57	
ER_EGFR	TBA1A_HUMAN	TUBA1A	1|1|0|0	2	0.50	4	5|3|5|3|1|1|2|2|0|0|0|0|0|0|2|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-7.99	0.42	0.95	
ER_EGFR	TBA4A_HUMAN	TUBA4A	1|2|0|0	3	0.75	4	3|2|3|1|0|0|1|1|0|0|0|0|0|0|2|1|0|0|0|0	0.01	0.03	0.01	0.03	0.01	-6.54	1.07	0.92	
ER_EGFR	ARHG5_HUMAN	ARHGEF5	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|5|7|12|11|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-10.07	0.00	0.95	
ER_EGFR	PK3CB_HUMAN	PIK3CB	0|0|0|0	0	0.00	4	0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|4|2|5|4	0.00	0.00	0.00	0.00	0.00	-7.47	0.00	0.95	
ER_EGFR	IRS1_HUMAN	IRS1	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|6|3	0.00	0.00	0.00	0.00	0.00	-6.74	0.00	0.95	
ER_EGFR	TBB5_HUMAN	TUBB	3|1|0|0	4	1.00	4	8|6|5|2|0|1|2|1|0|0|0|0|1|1|2|1|0|0|0|0	0.00	0.01	0.00	0.01	0.00	-9.23	0.67	0.92	
ER_EGFR	TBB3_HUMAN	TUBB3	0|0|0|0	0	0.00	4	2|2|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.47	0.00	0.95	
ER_EGFR	HS71A_HUMAN	HSPA1A	2|3|1|1	7	1.75	4	5|3|5|5|0|1|1|1|0|0|0|0|0|1|1|1|0|0|0|0	0.01	0.03	0.01	0.03	0.01	-6.34	1.46	0.91	
ER_EGFR	HS90A_HUMAN	HSP90AA1	2|2|0|0	4	1.00	4	3|3|1|2|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0	0.02	0.04	0.02	0.04	0.02	-6.36	1.54	0.86	
ER_EGFR	HS90B_HUMAN	HSP90AB1	1|1|0|0	2	0.50	4	4|2|1|2|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.38	0.77	0.95	
ER_EGFR	1433E_HUMAN	YWHAE	0|0|0|0	0	0.00	4	1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|2|1|1	0.00	0.00	0.00	0.00	0.00	-5.59	0.00	0.95	
ER_EGFR	1433T_HUMAN	YWHAQ	0|0|0|0	0	0.00	4	1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|1|2|1	0.00	0.00	0.00	0.00	0.00	-5.55	0.00	0.95	
ER_EGFR	LPPRC_HUMAN	LRPPRC	1|1|0|0	2	0.50	4	1|3|3|3|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.06	0.91	0.95	
ER_EGFR	ERRFI_HUMAN	ERRFI1	1|2|0|0	3	0.75	4	1|2|1|1|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0	0.02	0.08	0.02	0.08	0.02	-5.39	1.88	0.87	
ER_EGFR	AP2A1_HUMAN	AP2A1	0|0|0|0	0	0.00	4	1|1|1|1|0|0|0|0|0|0|0|0|3|3|2|3|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.75	0.00	0.95	
ER_EGFR	GRB7_HUMAN	GRB7	0|0|0|0	0	0.00	4	0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|1|1|5|3	0.00	0.00	0.00	0.00	0.00	-6.47	0.00	0.95	
ER_EGFR	STAT3_HUMAN	STAT3	0|0|0|0	0	0.00	4	4|5|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-7.11	0.00	0.95	
ER_EGFR	ANXA2_HUMAN	ANXA2	2|0|0|0	2	0.50	4	3|4|0|1|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0	0.01	0.04	0.01	0.04	0.01	-6.67	0.71	0.90	
ER_EGFR	PTPRA_HUMAN	PTPRA	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|3|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.71	0.00	0.95	
ER_EGFR	C1QBP_HUMAN	C1QBP	0|1|0|0	1	0.25	4	0|0|0|0|0|0|0|0|7|5|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.41	0.42	0.95	
ER_EGFR	SHC1_HUMAN	SHC1	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|2|3|3|2|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-6.05	0.00	0.95	
ER_EGFR	PTN11_HUMAN	PTPN11	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|2|1	0.00	0.00	0.00	0.00	0.00	-5.22	0.00	0.95	
ER_EGFR	PON2_HUMAN	PON2	1|2|0|0	3	0.75	4	1|2|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0	0.02	0.07	0.02	0.07	0.02	-5.40	1.88	0.88	
ER_EGFR	MET_HUMAN	MET	1|1|0|0	2	0.50	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.32	5.00	0.95	
ER_EGFR	CRKL_HUMAN	CRKL	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|2	0.00	0.00	0.00	0.00	0.00	-5.06	0.00	0.95	
ER_EGFR	CBL_HUMAN	CBL	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|2|0	0.00	0.00	0.00	0.00	0.00	-4.89	0.00	0.95	
ER_EGFR	PHLA2_HUMAN	PHLDA2	0|0|0|0	0	0.00	4	1|1|0|1|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.02	0.00	0.95	
ER_EGFR	RT27_HUMAN	MRPS27	0|0|0|0	0	0.00	4	0|0|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.86	0.00	0.95	
ER_EGFR	M2OM_HUMAN	SLC25A11	0|2|0|0	2	0.50	4	1|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.05	0.20	0.05	0.20	0.05	-4.69	2.50	0.79	
ER_EGFR	STAT1_HUMAN	STAT1	0|0|0|0	0	0.00	4	3|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.28	0.00	0.95	
ER_EGFR	SLIRP_HUMAN	SLIRP	0|0|0|0	0	0.00	4	2|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.06	0.00	0.95	
ER_EGFR	PK3CD_HUMAN	PIK3CD	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|2|1	0.00	0.00	0.00	0.00	0.00	-5.26	0.00	0.95	
ER_EGFR	GRP75_HUMAN	HSPA9	0|1|0|0	1	0.25	4	1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.86	1.00	0.95	
ER_EGFR	AIFM1_HUMAN	AIFM1	0|0|0|0	0	0.00	4	0|0|0|0|1|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.86	0.00	0.95	
ER_EGFR	PHB_HUMAN	PHB	0|0|0|0	0	0.00	4	2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.69	0.00	0.95	
ER_EGFR	HNRPK_HUMAN	HNRNPK	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-4.86	0.00	0.95	
ER_EGFR	TMM33_HUMAN	TMEM33	0|2|0|0	2	0.50	4	2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.09	0.34	0.09	0.34	0.09	-4.52	3.33	0.65	
ER_EGFR	RT34_HUMAN	MRPS34	0|0|0|0	0	0.00	4	0|0|0|0|1|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.69	0.00	0.95	
ER_ERBB3	EGFR_HUMAN	EGFR	0|0|3|3	6	1.50	4	67|52|45|55|5|3|4|5|0|0|0|0|19|18|36|36|7|6|12|7	0.00	0.00	0.00	0.00	0.00	-84.85	0.08	0.95	
ER_ERBB3	ERBB2_HUMAN	ERBB2	0|0|0|0	0	0.00	4	4|5|3|5|0|0|0|0|0|0|0|0|0|0|3|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-7.13	0.00	0.95	
ER_ERBB3	P85B_HUMAN	PIK3R2	0|0|3|4	7	1.75	4	0|0|0|0|4|4|4|3|0|0|0|0|2|0|3|3|26|41|47|39	0.00	0.00	0.00	0.00	0.00	-40.01	0.20	0.95	
ER_ERBB3	P55G_HUMAN	PIK3R3	0|0|1|1	2	0.50	4	0|0|0|0|2|2|3|3|0|0|0|0|0|0|0|0|3|4|2|3	0.00	0.00	0.00	0.00	0.00	-7.61	0.45	0.95	
ER_ERBB3	P85A_HUMAN	PIK3R1	0|0|1|0	1	0.25	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.32	2.50	0.95	
ER_ERBB3	K2C1_HUMAN	KRT1	5|5|6|5	21	5.25	4	3|4|6|5|8|8|6|6|10|10|7|7|10|7|13|10|16|14|9|7	0.00	0.00	0.00	0.00	0.00	-26.34	0.63	0.95	
ER_ERBB3	K1C10_HUMAN	KRT10	3|3|2|2	10	2.50	4	2|0|3|3|5|5|3|2|1|2|4|3|3|3|9|9|11|8|2|3	0.00	0.00	0.00	0.00	0.00	-15.25	0.62	0.95	
ER_ERBB3	K1C16_HUMAN	KRT16	0|0|0|0	0	0.00	4	0|0|2|1|0|1|0|0|1|1|2|2|0|0|0|0|2|1|0|0	0.00	0.00	0.00	0.00	0.00	-6.24	0.00	0.95	
ER_ERBB3	GRB2_HUMAN	GRB2	0|0|0|0	0	0.00	4	2|0|2|2|0|0|0|0|0|0|0|0|9|6|10|11|0|1|1|1	0.00	0.00	0.00	0.00	0.00	-11.96	0.00	0.95	
ER_ERBB3	GRP78_HUMAN	HSPA5	0|0|2|2	4	1.00	4	16|14|11|12|4|3|6|3|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-17.01	0.29	0.95	
ER_ERBB3	K22E_HUMAN	KRT2	3|3|4|3	13	3.25	4	2|3|6|4|5|5|4|4|4|4|1|1|4|5|4|4|8|8|3|4	0.00	0.00	0.00	0.00	0.00	-14.18	0.78	0.95	
ER_ERBB3	K2C8_HUMAN	KRT8	0|0|0|0	0	0.00	4	1|1|2|2|0|0|0|1|0|0|0|0|0|0|2|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.59	0.00	0.95	
ER_ERBB3	K2C5_HUMAN	KRT5	0|0|1|1	2	0.50	4	1|1|3|2|3|2|2|2|1|1|2|0|2|2|2|1|0|2|0|0	0.00	0.00	0.00	0.00	0.00	-9.35	0.34	0.95	
ER_ERBB3	K2C4_HUMAN	KRT4	0|0|0|1	1	0.25	4	0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|4|3|0|0	0.00	0.00	0.00	0.00	0.00	-5.53	0.62	0.95	
ER_ERBB3	K2C6B_HUMAN	KRT6B	1|0|2|1	4	1.00	4	1|2|4|4|3|3|3|3|2|2|2|1|2|2|3|2|4|4|2|0	0.00	0.00	0.00	0.00	0.00	-13.56	0.41	0.95	
ER_ERBB3	K2C7_HUMAN	KRT7	0|0|0|0	0	0.00	4	0|0|0|2|0|0|0|1|0|0|0|0|0|0|2|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.89	0.00	0.95	
ER_ERBB3	HSP7C_HUMAN	HSPA8	0|1|1|2	4	1.00	4	15|10|12|11|5|4|6|5|0|0|1|1|2|2|1|1|1|0|0|0	0.00	0.00	0.00	0.00	0.00	-19.05	0.26	0.95	
ER_ERBB3	PK3CA_HUMAN	PIK3CA	0|0|1|1	2	0.50	4	0|0|0|0|3|2|3|3|0|0|0|0|0|0|0|0|6|7|11|10	0.00	0.00	0.00	0.00	0.00	-11.99	0.22	0.95	
ER_ERBB3	ERBB3_HUMAN	ERBB3	1|2|2|3	8	2.00	4	0|0|0|0|4|5|7|6|0|0|0|0|0|0|0|0|2|2|4|4	0.00	0.01	0.00	0.01	0.00	-8.22	1.18	0.93	
ER_ERBB3	ADT2_HUMAN	SLC25A5	0|0|1|1	2	0.50	4	5|3|5|5|2|1|2|1|0|0|0|0|2|3|3|3|1|0|1|0	0.00	0.00	0.00	0.00	0.00	-10.99	0.27	0.95	
ER_ERBB3	ADT3_HUMAN	SLC25A6	0|0|0|0	0	0.00	4	5|4|5|5|1|0|2|1|0|0|0|0|1|2|2|2|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-9.62	0.00	0.95	
ER_ERBB3	K1C9_HUMAN	KRT9	3|2|1|1	7	1.75	4	1|1|1|0|1|2|0|1|0|0|1|0|3|1|2|1|4|2|0|1	0.01	0.03	0.01	0.03	0.01	-6.39	1.59	0.91	
ER_ERBB3	TBA1A_HUMAN	TUBA1A	0|0|0|0	0	0.00	4	5|3|5|3|1|1|2|2|0|0|0|0|0|0|2|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-7.99	0.00	0.95	
ER_ERBB3	TBA4A_HUMAN	TUBA4A	0|0|0|0	0	0.00	4	3|2|3|1|0|0|1|1|0|0|0|0|0|0|2|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.54	0.00	0.95	
ER_ERBB3	ARHG5_HUMAN	ARHGEF5	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|5|7|12|11|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-10.07	0.00	0.95	
ER_ERBB3	PK3CB_HUMAN	PIK3CB	0|0|0|0	0	0.00	4	0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|4|2|5|4	0.00	0.00	0.00	0.00	0.00	-7.47	0.00	0.95	
ER_ERBB3	IRS1_HUMAN	IRS1	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|6|3	0.00	0.00	0.00	0.00	0.00	-6.74	0.00	0.95	
ER_ERBB3	TBB5_HUMAN	TUBB	0|0|0|1	1	0.25	4	8|6|5|2|0|1|2|1|0|0|0|0|1|1|2|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-9.23	0.17	0.95	
ER_ERBB3	TBB3_HUMAN	TUBB3	0|0|0|0	0	0.00	4	2|2|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.47	0.00	0.95	
ER_ERBB3	HS71A_HUMAN	HSPA1A	0|0|1|1	2	0.50	4	5|3|5|5|0|1|1|1|0|0|0|0|0|1|1|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-7.93	0.42	0.95	
ER_ERBB3	HS90A_HUMAN	HSP90AA1	0|0|1|1	2	0.50	4	3|3|1|2|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.36	0.77	0.95	
ER_ERBB3	HS90B_HUMAN	HSP90AB1	0|0|1|1	2	0.50	4	4|2|1|2|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.38	0.77	0.95	
ER_ERBB3	1433E_HUMAN	YWHAE	0|0|0|0	0	0.00	4	1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|2|1|1	0.00	0.00	0.00	0.00	0.00	-5.59	0.00	0.95	
ER_ERBB3	1433T_HUMAN	YWHAQ	0|0|0|0	0	0.00	4	1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|1|2|1	0.00	0.00	0.00	0.00	0.00	-5.55	0.00	0.95	
ER_ERBB3	LPPRC_HUMAN	LRPPRC	0|0|0|0	0	0.00	4	1|3|3|3|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.06	0.00	0.95	
ER_ERBB3	ERRFI_HUMAN	ERRFI1	0|0|0|0	0	0.00	4	1|2|1|1|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.39	0.00	0.95	
ER_ERBB3	AP2A1_HUMAN	AP2A1	0|0|0|0	0	0.00	4	1|1|1|1|0|0|0|0|0|0|0|0|3|3|2|3|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.75	0.00	0.95	
ER_ERBB3	GRB7_HUMAN	GRB7	0|0|0|0	0	0.00	4	0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|1|1|5|3	0.00	0.00	0.00	0.00	0.00	-6.47	0.00	0.95	
ER_ERBB3	STAT3_HUMAN	STAT3	0|0|0|0	0	0.00	4	4|5|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-7.11	0.00	0.95	
ER_ERBB3	ANXA2_HUMAN	ANXA2	0|0|0|0	0	0.00	4	3|4|0|1|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.67	0.00	0.95	
ER_ERBB3	PTPRA_HUMAN	PTPRA	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|3|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.71	0.00	0.95	
ER_ERBB3	C1QBP_HUMAN	C1QBP	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|7|5|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.41	0.00	0.95	
ER_ERBB3	SHC1_HUMAN	SHC1	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|2|3|3|2|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-6.05	0.00	0.95	
ER_ERBB3	PTN11_HUMAN	PTPN11	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|2|1	0.00	0.00	0.00	0.00	0.00	-5.22	0.00	0.95	
ER_ERBB3	PON2_HUMAN	PON2	0|0|1|0	1	0.25	4	1|2|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.40	0.62	0.95	
ER_ERBB3	MET_HUMAN	MET	0|0|1|0	1	0.25	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.32	2.50	0.95	
ER_ERBB3	CRKL_HUMAN	CRKL	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|2	0.00	0.00	0.00	0.00	0.00	-5.06	0.00	0.95	
ER_ERBB3	CBL_HUMAN	CBL	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|2|0	0.00	0.00	0.00	0.00	0.00	-4.89	0.00	0.95	
ER_ERBB3	PHLA2_HUMAN	PHLDA2	0|0|0|0	0	0.00	4	1|1|0|1|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.02	0.00	0.95	
ER_ERBB3	RT27_HUMAN	MRPS27	0|0|1|1	2	0.50	4	0|0|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.86	2.00	0.95	
ER_ERBB3	M2OM_HUMAN	SLC25A11	0|0|0|0	0	0.00	4	1|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.69	0.00	0.95	
ER_ERBB3	STAT1_HUMAN	STAT1	0|0|0|0	0	0.00	4	3|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.28	0.00	0.95	
ER_ERBB3	SLIRP_HUMAN	SLIRP	0|0|0|0	0	0.00	4	2|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.06	0.00	0.95	
ER_ERBB3	PK3CD_HUMAN	PIK3CD	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|2|1	0.00	0.00	0.00	0.00	0.00	-5.26	0.00	0.95	
ER_ERBB3	GRP75_HUMAN	HSPA9	0|0|0|0	0	0.00	4	1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.86	0.00	0.95	
ER_ERBB3	AIFM1_HUMAN	AIFM1	0|0|0|0	0	0.00	4	0|0|0|0|1|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.86	0.00	0.95	
ER_ERBB3	PHB_HUMAN	PHB	0|0|0|0	0	0.00	4	2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.69	0.00	0.95	
ER_ERBB3	HNRPK_HUMAN	HNRNPK	0|0|0|0	0	0.00	4	0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-4.86	0.00	0.95	
ER_ERBB3	TMM33_HUMAN	TMEM33	0|0|0|0	0	0.00	4	2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.52	0.00	0.95	
